Date,Payup (ticks),Date,%OAS
4/19/2013,2.75,4/19/2013,0.626107
4/22/2013,2.75,4/22/2013,0.624732
4/23/2013,2.75,4/23/2013,0.62503
4/24/2013,2.75,4/24/2013,0.624934
4/25/2013,2.75,4/25/2013,0.625004
4/26/2013,2.75,4/26/2013,0.596394
4/29/2013,2.75,4/29/2013,0.591067
4/30/2013,2.75,4/30/2013,0.588046
5/1/2013,2.75,5/1/2013,0.55694
5/2/2013,3,5/2/2013,0.617056
5/3/2013,3.125,5/3/2013,0.716326
5/6/2013,3.125,5/6/2013,0.74504
5/7/2013,3.125,5/7/2013,0.754687
5/8/2013,3.125,5/8/2013,0.738163
5/9/2013,3.125,5/9/2013,0.803367
5/10/2013,3,5/10/2013,0.852688
5/13/2013,2.9375,5/13/2013,0.864994
5/14/2013,2.875,5/14/2013,0.88583
5/15/2013,2.875,5/15/2013,0.880172
5/16/2013,2.875,5/16/2013,0.773653
5/17/2013,2.75,5/17/2013,0.850951
5/20/2013,2.75,5/20/2013,0.873464
5/21/2013,2.6875,5/21/2013,0.803908
5/22/2013,2.25,5/22/2013,0.761629
5/23/2013,2.25,5/23/2013,0.772889
5/24/2013,2,5/24/2013,0.682275
5/27/2013,1.75,5/28/2013,0.685291
5/28/2013,1.75,5/29/2013,0.651894
5/29/2013,1.75,5/30/2013,0.642053
5/30/2013,1.75,5/31/2013,0.580068
5/31/2013,1.5,6/3/2013,0.630727
6/3/2013,1.625,6/4/2013,0.658981
6/4/2013,1.625,6/5/2013,0.70073
6/5/2013,1.75,6/6/2013,0.65565
6/6/2013,1.75,6/7/2013,0.640612
6/7/2013,1.625,6/10/2013,0.657227
6/10/2013,1.625,6/11/2013,0.682907
6/11/2013,1.625,6/12/2013,0.714677
6/12/2013,1.625,6/13/2013,0.524502
6/13/2013,1.25,6/14/2013,0.513045
6/14/2013,1.25,6/17/2013,0.53871
6/17/2013,1.25,6/18/2013,0.533554
6/18/2013,1.25,6/19/2013,0.458652
6/19/2013,0.9375,6/20/2013,0.529841
6/20/2013,0.9375,6/21/2013,0.487626
6/21/2013,0.75,6/24/2013,0.418296
6/24/2013,0.625,6/25/2013,0.434668
6/25/2013,0.625,6/26/2013,0.412324
6/26/2013,0.625,6/27/2013,0.48441
6/27/2013,0.8125,6/28/2013,0.477924
6/28/2013,0.8125,7/1/2013,0.466921
7/1/2013,0.8125,7/2/2013,0.362939
7/2/2013,0.625,7/3/2013,0.385614
7/3/2013,0.625,7/5/2013,0.250724
7/5/2013,0.3125,7/8/2013,0.223148
7/8/2013,0.3125,7/9/2013,0.210996
7/9/2013,0.3125,7/10/2013,0.234441
7/10/2013,0.3125,7/11/2013,0.212911
7/11/2013,0.3125,7/12/2013,0.214669
7/12/2013,0.3125,7/15/2013,0.200151
7/15/2013,0.3125,7/16/2013,0.19813
7/16/2013,0.3125,7/17/2013,0.192535
7/17/2013,0.3125,7/18/2013,0.207684
7/18/2013,0.3125,7/19/2013,0.19491
7/19/2013,0.3125,7/22/2013,0.190902
7/22/2013,0.3125,7/23/2013,0.198241
7/23/2013,0.3125,7/24/2013,0.20935
7/24/2013,0.3125,7/25/2013,0.210715
7/25/2013,0.3125,7/26/2013,0.20366
7/26/2013,0.3125,7/29/2013,0.207015
7/29/2013,0.3125,7/30/2013,0.210479
7/30/2013,0.3125,7/31/2013,0.20466
7/31/2013,0.3125,8/1/2013,0.241278
8/1/2013,0.3125,8/2/2013,0.21361
8/2/2013,0.3125,8/5/2013,0.21422
8/5/2013,0.3125,8/6/2013,0.220279
8/6/2013,0.3125,8/7/2013,0.200117
8/7/2013,0.3125,8/8/2013,0.203209
8/8/2013,0.3125,8/9/2013,0.198035
8/9/2013,0.3125,8/12/2013,0.204219
8/12/2013,0.3125,8/13/2013,0.228619
8/13/2013,0.3125,8/14/2013,0.225401
8/14/2013,0.3125,8/15/2013,0.188698
8/15/2013,0.25,8/16/2013,0.209409
8/16/2013,0.25,8/19/2013,0.22615
8/19/2013,0.25,8/20/2013,0.208835
8/20/2013,0.25,8/21/2013,0.213728
8/21/2013,0.25,8/22/2013,0.22091
8/22/2013,0.25,8/23/2013,0.194586
8/23/2013,0.25,8/26/2013,0.187939
8/26/2013,0.25,8/27/2013,0.173459
8/27/2013,0.25,8/28/2013,0.183414
8/28/2013,0.25,8/29/2013,0.174619
8/29/2013,0.25,8/30/2013,0.174575
8/30/2013,0.25,9/3/2013,0.156645
9/2/2013,0.25,9/4/2013,0.164595
9/3/2013,0.1875,9/5/2013,0.185837
9/4/2013,0.1875,9/6/2013,0.176509
9/5/2013,0.1875,9/9/2013,0.155371
9/6/2013,0.1875,9/10/2013,0.179205
9/9/2013,0.1875,9/11/2013,0.174999
9/10/2013,0.1875,9/12/2013,0.176288
9/11/2013,0.1875,9/13/2013,0.174189
9/12/2013,0.1875,9/16/2013,0.173243
9/13/2013,0.1875,9/17/2013,0.17398
9/16/2013,0.1875,9/18/2013,0.155708
9/17/2013,0.1875,9/19/2013,0.161194
9/18/2013,0.1875,9/20/2013,0.161331
9/19/2013,0.1875,9/23/2013,0.210351
9/20/2013,0.1875,9/24/2013,0.19725
9/23/2013,0.25,9/25/2013,0.188839
9/24/2013,0.25,9/26/2013,0.192237
9/25/2013,0.25,9/27/2013,0.186296
9/26/2013,0.25,9/30/2013,0.185335
9/27/2013,0.25,10/1/2013,0.21065
9/30/2013,0.25,10/2/2013,0.210561
10/1/2013,0.25,10/3/2013,0.204042
10/2/2013,0.25,10/4/2013,0.208344
10/3/2013,0.25,10/7/2013,0.209251
10/4/2013,0.25,10/8/2013,0.207276
10/7/2013,0.25,10/9/2013,0.214566
10/8/2013,0.25,10/10/2013,0.216938
10/9/2013,0.25,10/11/2013,0.218451
10/10/2013,0.25,10/15/2013,0.226487
10/11/2013,0.25,10/16/2013,0.215483
10/15/2013,0.25,10/17/2013,0.198751
10/16/2013,0.25,10/18/2013,0.199912
10/17/2013,0.25,10/21/2013,0.203954
10/18/2013,0.25,10/22/2013,0.188482
10/21/2013,0.25,10/23/2013,0.185344
10/22/2013,0.25,10/24/2013,0.189338
10/23/2013,0.25,10/25/2013,0.233468
10/24/2013,0.25,10/28/2013,0.235801
