Date,Payup (ticks),Date,%OAS
7/1/2013,0,7/2/2013,0
7/2/2013,0,7/3/2013,0
7/3/2013,0,7/5/2013,0
7/5/2013,0,7/8/2013,0
7/8/2013,0,7/9/2013,0
7/9/2013,0,7/10/2013,0
7/10/2013,0,7/11/2013,0
7/11/2013,0,7/12/2013,0
7/12/2013,0,7/15/2013,0
7/15/2013,0,7/16/2013,0
7/16/2013,0,7/17/2013,0
7/17/2013,0,7/18/2013,0
7/18/2013,0,7/19/2013,0
7/19/2013,0,7/22/2013,0
7/22/2013,0,7/23/2013,0
7/23/2013,0,7/24/2013,0
7/24/2013,0,7/25/2013,0
7/25/2013,0,7/26/2013,0
7/26/2013,0,7/29/2013,0
7/29/2013,0,7/30/2013,0
7/30/2013,0,7/31/2013,0
7/31/2013,0,8/1/2013,0
8/1/2013,0,8/2/2013,0
8/2/2013,0,8/5/2013,0
8/5/2013,0,8/6/2013,0
8/6/2013,0,8/7/2013,0
8/7/2013,0,8/8/2013,0
8/8/2013,0,8/9/2013,0
8/9/2013,0,8/12/2013,0
8/12/2013,0,8/13/2013,0
8/13/2013,0,8/14/2013,0
8/14/2013,0,8/15/2013,0
8/15/2013,0,8/16/2013,0
8/16/2013,0,8/19/2013,0
8/19/2013,0,8/20/2013,0
8/20/2013,0,8/21/2013,0
8/21/2013,0,8/22/2013,0
8/22/2013,0,8/23/2013,0
8/23/2013,0,8/26/2013,0
8/26/2013,0,8/27/2013,0
8/27/2013,0,8/28/2013,0
8/28/2013,0,8/29/2013,0
8/29/2013,0,8/30/2013,0
8/30/2013,0,9/3/2013,0
9/2/2013,0,9/4/2013,0
9/3/2013,0,9/5/2013,0
9/4/2013,0,9/6/2013,0
9/5/2013,0,9/9/2013,0
9/6/2013,0,9/10/2013,0
9/9/2013,0,9/11/2013,0
9/10/2013,0,9/12/2013,0
9/11/2013,0,9/13/2013,0
9/12/2013,0,9/16/2013,0
9/13/2013,0,9/17/2013,0
9/16/2013,0,9/18/2013,0
9/17/2013,0,9/19/2013,0
9/18/2013,0,9/20/2013,0
9/19/2013,0,9/23/2013,0
9/20/2013,0,9/24/2013,0
9/23/2013,0,9/25/2013,0
9/24/2013,0,9/26/2013,0
9/25/2013,0,9/27/2013,0
9/26/2013,0,9/30/2013,0
9/27/2013,0,10/1/2013,0
9/30/2013,0,10/2/2013,0
10/1/2013,0,10/3/2013,0
10/2/2013,0,10/4/2013,0
10/3/2013,0,10/7/2013,0
10/4/2013,0,10/8/2013,0
10/7/2013,0,10/9/2013,0
10/8/2013,0,10/10/2013,0
10/9/2013,0,10/11/2013,0
10/10/2013,0,10/15/2013,0
10/11/2013,0,10/16/2013,0
10/15/2013,0,10/17/2013,0
10/16/2013,0,10/18/2013,0
10/17/2013,0,10/21/2013,0
10/18/2013,0,10/22/2013,0
10/21/2013,0,10/23/2013,0
10/22/2013,0,10/24/2013,0
10/23/2013,0,10/25/2013,0
10/24/2013,0,10/28/2013,0
10/25/2013,0,10/29/2013,0
10/28/2013,0,10/30/2013,0
10/29/2013,0,10/31/2013,0
10/30/2013,0,11/1/2013,0
10/31/2013,0,11/4/2013,0
11/1/2013,0,11/5/2013,0
11/4/2013,0,11/6/2013,0
11/5/2013,0,11/7/2013,0
